"customerid","Contract","MonthlyCharges","tenure","Churn","risk_segment"
"6177-PEVRA","Two year","55.5","48","No","stable"
"4800-CZMPC","One year","103.25","48","Yes","churned"
"4813-HQMGZ","Month-to-month","90.25","8","No","high risk"
"7579-KKLOE","Two year","91.25","71","No","stable"
"7377-DMMRI","Month-to-month","47.8","2","Yes","churned"
"8402-EIVQS","One year","100.9","67","No","stable"
"4947-DSMXK","Month-to-month","97.7","34","No","medium risk"
"7245-NIIWQ","Month-to-month","69.85","3","No","medium risk"
"0002-ORFBO","One year","65.6","9","No","stable"
"3324-OIRTO","One year","104.65","71","No","stable"
"5414-OFQCB","Two year","90.45","57","No","stable"
"4967-WPNCF","Two year","63.7","72","No","stable"
"8552-OBVRU","Month-to-month","104.5","48","No","medium risk"
"8499-BRXTD","One year","20.1","18","No","stable"
"9154-QDGTH","One year","104.3","43","No","stable"
"8197-BFWVU","Two year","93.25","72","No","stable"
"2577-GVSIL","One year","73.45","35","No","stable"
"9367-OIUXP","Month-to-month","20.7","4","No","medium risk"
"6770-UAYGJ","Two year","25.25","49","No","stable"
"6463-HHXJR","Two year","100.5","71","No","stable"
"7928-VJYAB","Month-to-month","90.6","11","No","high risk"
"1187-WILMM","Two year","89.4","63","No","stable"
"9776-OJUZI","Month-to-month","95.45","65","No","medium risk"
"1306-RPWXZ","Two year","20.45","49","No","stable"
"8949-JTMAY","Month-to-month","98.6","29","Yes","churned"
"2774-LVQUS","Month-to-month","83.05","15","Yes","churned"
"3097-PYWXL","Month-to-month","19.95","4","No","medium risk"
"2266-SJNAT","One year","109.15","72","No","stable"
"0869-PAPRP","Month-to-month","85.7","26","No","medium risk"
"4238-JSSWH","Month-to-month","102.05","35","No","medium risk"
"2972-YDYUW","One year","94.7","57","No","stable"
"1104-FEJAM","Month-to-month","64.4","28","No","medium risk"
"2809-ILCYT","One year","26.8","25","No","stable"
"5499-ECUTN","One year","66.05","47","No","stable"
"4981-FLTMF","Month-to-month","65.2","57","No","medium risk"
"9121-PHQSR","Month-to-month","85.05","16","No","medium risk"
"3113-IWHLC","Month-to-month","55.8","5","No","medium risk"
"3211-ILJTT","Month-to-month","70.4","17","Yes","churned"
"4612-THJBS","One year","104.75","56","Yes","churned"
"4277-BWBML","Two year","19.95","72","No","stable"
"4094-NSEDU","Month-to-month","94.25","21","Yes","churned"
"0234-TEVTT","One year","45","48","No","stable"
"4304-TSPVK","Two year","114.9","68","No","stable"
"1552-AAGRX","Month-to-month","106.4","30","No","medium risk"
"2637-FKFSY","Month-to-month","46.1","3","No","medium risk"
"9796-MVYXX","Two year","39.7","14","No","stable"
"7874-ECPQJ","Month-to-month","20.05","4","No","medium risk"
"0020-INWCK","Two year","95.75","71","No","stable"
"7089-RKVSZ","One year","24.4","8","No","stable"
"2683-JXWQQ","Month-to-month","33.6","61","No","medium risk"
"9548-ZMVTX","Two year","90.45","72","No","stable"
"8739-XNIKG","Month-to-month","84","5","No","high risk"
"9755-JHNMN","Two year","67.4","49","No","stable"
"3981-QSVQI","Month-to-month","19.7","8","No","medium risk"
"2789-HQBOU","Month-to-month","80.35","3","No","high risk"
"9424-CMPOG","Two year","19.6","9","No","stable"
"5067-WJEUN","Two year","54.2","67","No","stable"
"3450-WXOAT","Month-to-month","45.2","46","No","medium risk"
"9251-WNSOD","One year","75.1","67","No","stable"
"6974-DAFLI","One year","19.7","55","No","stable"
"2616-UUTFK","Month-to-month","72.75","33","No","medium risk"
"7064-JHXCE","Two year","20.05","62","No","stable"
"5103-MHMHY","Month-to-month","45.95","1","Yes","churned"
"7989-AWGEH","Month-to-month","39.2","49","No","medium risk"
"4373-VVHQL","Month-to-month","44.75","1","No","medium risk"
"4559-UWIHT","Month-to-month","82.65","14","No","medium risk"
"7268-IGMFD","Month-to-month","93.9","18","No","medium risk"
"1846-XWOQN","Month-to-month","70.15","1","Yes","churned"
"0235-KGSLC","Month-to-month","85.55","1","Yes","churned"
"6650-BWFRT","Two year","117.15","72","No","stable"
"9570-KYEUA","Two year","99.25","64","No","stable"
"6993-YGFJV","Two year","112.55","69","No","stable"
"2712-SYWAY","Month-to-month","25.7","1","No","medium risk"
"0730-BGQGF","Two year","90.3","71","No","stable"
"5498-IBWPI","One year","49.4","66","No","stable"
"9101-NTIXF","Month-to-month","19.4","2","No","medium risk"
"0013-SMEOE","Two year","109.7","71","No","stable"
"9314-QDMDW","One year","61.25","11","No","stable"
"9308-ANMVE","Month-to-month","55.3","47","No","medium risk"
"2884-GBPFB","Month-to-month","70.3","35","Yes","churned"
"3757-NJYBX","Month-to-month","106.35","32","Yes","churned"
"3413-DHLPB","Month-to-month","103.75","60","No","medium risk"
"7649-PHJVR","One year","19.5","11","No","stable"
"6114-TCFID","One year","39.5","29","No","stable"
"3787-TRIAL","Month-to-month","26.05","21","No","medium risk"
"2573-GYRUU","Month-to-month","91.05","48","No","medium risk"
"5156-UMKOW","Month-to-month","29.65","3","No","medium risk"
"1247-QBVSH","Month-to-month","50.2","43","No","medium risk"
"6734-GMPVK","Month-to-month","105.3","5","No","high risk"
"9822-OAOVB","Month-to-month","55.45","1","No","medium risk"
"6161-ERDGD","One year","85.45","71","No","stable"
"1226-JZNKR","One year","19.8","8","No","stable"
"7318-EIVKO","Month-to-month","59.25","8","No","medium risk"
"3771-PZOBW","Month-to-month","90.7","20","No","medium risk"
"5136-KCKGI","One year","103.7","33","Yes","churned"
"8231-BSWXX","One year","79.05","71","No","stable"
"6486-LHTMA","One year","90.7","31","No","stable"
"4083-BFNYK","One year","95","38","No","stable"
"3722-WPXTK","Month-to-month","88.35","1","Yes","churned"
"7389-KBFIT","Month-to-month","30.25","2","No","medium risk"
"7176-WIONM","Month-to-month","49.85","12","No","medium risk"
"5141-ZUVBH","Month-to-month","93","9","No","high risk"
"1089-HDMKP","Month-to-month","54.55","11","No","medium risk"
"7623-HKYRK","Month-to-month","19.7","6","No","medium risk"
"0310-SUCIN","One year","84.8","71","No","stable"
"5197-PYEPU","One year","94.45","42","No","stable"
"2929-ERCFZ","Month-to-month","94.2","8","Yes","churned"
"7548-SEPYI","Month-to-month","96.25","5","Yes","churned"
"8835-VSDSE","Month-to-month","70.7","2","Yes","churned"
"6619-RPLQZ","Two year","20.85","45","No","stable"
"3275-RHRNE","One year","60","28","No","stable"
"3503-TYDAY","Month-to-month","80.45","43","No","medium risk"
"6901-GOGZG","Two year","84.95","60","No","stable"
"1623-NLDOT","One year","33.55","42","Yes","churned"
"7021-XSNYE","Two year","49.65","7","No","stable"
"9621-OUPYD","One year","20.2","25","No","stable"
"9898-KZQDZ","Month-to-month","94.55","40","Yes","churned"
"8982-NHAVY","One year","100.5","27","No","stable"
"4307-KWMXE","Month-to-month","35.75","10","No","medium risk"
"0141-YEAYS","Month-to-month","86.45","27","No","medium risk"
"2450-ZKEED","One year","53.8","11","No","stable"
"3694-DELSO","Month-to-month","38.55","4","No","medium risk"
"3893-JRNFS","Month-to-month","39.9","68","No","medium risk"
"9603-OAIHC","Month-to-month","70.05","1","No","medium risk"
"1133-KXCGE","One year","20.1","18","No","stable"
"5236-PERKL","Two year","112.95","57","Yes","churned"
"0142-GVYSN","Month-to-month","20.3","26","No","medium risk"
"1049-FYSYG","Month-to-month","35.65","17","No","medium risk"
"7854-FOKSF","Month-to-month","35.9","1","Yes","churned"
"2519-FAKOD","Month-to-month","99.25","38","Yes","churned"
"8406-LNMHF","One year","82.95","59","No","stable"
"1821-BUCWY","Two year","55.65","30","No","stable"
"8263-JQAIK","Month-to-month","24.45","2","Yes","churned"
"0023-UYUPN","One year","25.2","50","No","stable"
"8314-DPQHL","One year","50.8","9","No","stable"
"1465-WCZVT","Month-to-month","19.65","3","No","medium risk"
"9481-SFCQY","Month-to-month","59.8","14","No","medium risk"
"6360-SVNWV","Month-to-month","73.55","31","No","medium risk"
"0567-GGCAC","Month-to-month","61.4","7","No","medium risk"
"7089-IVVAZ","Month-to-month","103.35","8","Yes","churned"
"8884-MRNSU","One year","19.9","17","No","stable"
"2171-UDMFD","Month-to-month","19.45","32","No","medium risk"
"9050-IKDZA","Month-to-month","81.5","2","No","high risk"
"2205-YMZZJ","Month-to-month","84.8","7","Yes","churned"
"9802-CAQUT","Two year","109.55","72","No","stable"
"1254-IZEYF","Month-to-month","99.95","31","Yes","churned"
"0187-WZNAB","Month-to-month","74.4","27","No","medium risk"
"9492-TOKRI","Month-to-month","90","18","Yes","churned"
"1475-VWVDO","Month-to-month","74.9","7","No","medium risk"
"9221-OTIVJ","Month-to-month","104.85","14","Yes","churned"
"1357-MVDOZ","Month-to-month","59.65","11","No","medium risk"
"7602-MVRMB","Two year","110.45","72","No","stable"
"3325-FUYCG","One year","106.1","28","Yes","churned"
"5908-QMGOE","Month-to-month","74.2","15","Yes","churned"
"1197-BVMVG","Month-to-month","74.45","4","No","medium risk"
"5406-KGRMX","Two year","24.55","71","No","stable"
"8481-YYXWG","Month-to-month","89.35","5","Yes","churned"
"5968-HYJRZ","Two year","24.55","47","No","stable"
"5198-EFNBM","One year","90.65","57","No","stable"
"7516-GMHUV","Two year","105.05","50","No","stable"
"7140-ADSMJ","Month-to-month","20.45","8","No","medium risk"
"2230-XTUWL","Two year","19.55","48","No","stable"
"7706-YLMQA","One year","19.7","70","No","stable"
"2585-KTFRE","Month-to-month","70.45","1","No","medium risk"
"7994-UYIVZ","Month-to-month","85.65","8","No","high risk"
"2609-IAICY","Month-to-month","77.15","1","Yes","churned"
"1740-CSDJP","Month-to-month","35.25","1","Yes","churned"
"7717-BICXI","Two year","20.55","60","No","stable"
"6559-RAKOZ","One year","97.95","49","No","stable"
"2636-OHFMN","Month-to-month","48.55","4","Yes","churned"
"4716-MRVEN","One year","20","29","No","stable"
"2143-LJULT","Two year","25.25","67","No","stable"
"1323-OOEPC","Month-to-month","98.4","53","Yes","churned"
"3200-MNQTF","Two year","70.9","67","No","stable"
"6164-HXUGH","Month-to-month","19.85","6","No","medium risk"
"5630-IXDXV","Month-to-month","106.35","47","No","medium risk"
"0320-DWVTU","Two year","99.5","53","No","stable"
"9135-MGVPY","Two year","84.7","69","No","stable"
"1212-GLHMD","Month-to-month","86.05","3","No","high risk"
"7878-JGDKK","Month-to-month","44.55","4","No","medium risk"
"1088-AUUZZ","Two year","75.85","56","No","stable"
"0397-GZBBC","Month-to-month","93.85","59","Yes","churned"
"6614-YWYSC","Two year","25","61","No","stable"
"9588-OZDMQ","Month-to-month","45","2","No","medium risk"
"7641-EUYET","Month-to-month","100.7","46","Yes","churned"
"6476-EPYZR","Month-to-month","20.5","12","No","medium risk"
"9921-ZVRHG","Month-to-month","80.45","14","Yes","churned"
"1174-FGIFN","One year","90.45","28","No","stable"
"6620-HVDUJ","Month-to-month","60.45","24","No","medium risk"
"4701-MLJPN","Month-to-month","55.25","31","Yes","churned"
"1032-MAELW","One year","78.45","68","No","stable"
"7641-TQFHN","Two year","100.55","39","No","stable"
"1552-TKMXS","Month-to-month","20.35","42","No","medium risk"
"9206-GVPEQ","Month-to-month","54.45","13","Yes","churned"
"8622-ZLFKO","Month-to-month","90.75","6","No","high risk"
"1596-BBVTG","Month-to-month","75.35","35","Yes","churned"
"6188-UXBBR","One year","20.25","38","No","stable"
"2333-KWEWW","Two year","20.05","18","No","stable"
"5702-SKUOB","Month-to-month","19.6","4","No","medium risk"
"1134-YWTYF","Month-to-month","53.8","27","No","medium risk"
"6061-GWWAV","One year","70.2","41","No","stable"
"0679-TDGAK","One year","75.5","50","No","stable"
"6585-WCEWR","Two year","20.35","72","No","stable"
"9067-YGSCA","One year","26.05","70","No","stable"
"9067-SQTNS","One year","20.6","44","No","stable"
"8433-WXGNA","Month-to-month","75.7","2","Yes","churned"
"1776-SPBWV","One year","20.1","34","No","stable"
"8735-SDUFN","Two year","24.3","72","No","stable"
"9668-PUGNU","Two year","24.5","71","No","stable"
"9405-GPBBG","Two year","110.5","64","No","stable"
"1926-QUZNN","Two year","25.25","72","No","stable"
"3707-GNWHM","Month-to-month","74.25","1","Yes","churned"
"7016-NVRIC","One year","90.1","29","No","stable"
"5829-NVSQN","One year","68.75","23","No","stable"
"9565-AXSMR","Two year","19.2","52","No","stable"
"8922-LIEGH","Month-to-month","89.7","25","Yes","churned"
"8869-LIHMK","Two year","115.1","64","No","stable"
"8245-UMPYT","Month-to-month","96.4","16","Yes","churned"
"5186-SAMNZ","Month-to-month","69.5","1","Yes","churned"
"0447-RXSGD","Month-to-month","99.65","24","No","medium risk"
"4927-WWOOZ","Month-to-month","91.45","2","No","high risk"
"5788-YPOEG","Two year","84.75","34","No","stable"
"5373-SFODM","Month-to-month","85.25","36","Yes","churned"
"0661-KBKPA","One year","78.75","53","No","stable"
"9081-WWXKP","Two year","20.25","47","No","stable"
"0784-ZQJZX","Two year","19.9","72","No","stable"
"3133-PZNSR","Two year","97.75","72","No","stable"
"5766-ZJYBB","Month-to-month","19.4","1","Yes","churned"
"8931-GJJIQ","Month-to-month","83.3","9","Yes","churned"
"4277-PVRAN","Month-to-month","80.1","8","Yes","churned"
"0022-TCJCI","One year","62.7","45","Yes","churned"
"0722-SVSFK","Month-to-month","100.4","7","No","high risk"
"3612-YVGSJ","Two year","24.45","71","No","stable"
"9825-YCXWZ","One year","101.1","41","No","stable"
"5397-NSKQG","Two year","50.9","67","No","stable"
"8565-HBFNN","One year","107.2","69","No","stable"
"2000-DHJUY","Two year","92.2","70","No","stable"
"0203-HHYIJ","One year","25.3","25","Yes","churned"
"8670-ERCJH","Two year","113.4","72","No","stable"
"7758-UJWYS","Two year","40.55","34","No","stable"
"2050-ONYDQ","Two year","26","65","No","stable"
"7055-JCGNI","Two year","111.95","70","No","stable"
"0739-UUAJR","Two year","53.8","72","No","stable"
"4826-DXMUP","One year","72.1","35","No","stable"
"0952-KMEEH","Month-to-month","98.15","13","Yes","churned"
"7285-KLOTR","One year","78.85","12","No","stable"
"0654-PQKDW","One year","70.75","62","No","stable"
"7175-NTIXE","Month-to-month","76.15","25","No","medium risk"
"7963-SHNDT","Two year","39.1","52","No","stable"
"9796-BPKIW","Month-to-month","69.95","8","No","medium risk"
"0188-GWFLE","Month-to-month","20.05","2","No","medium risk"
"8129-GMVGI","Two year","20.05","56","No","stable"
"2882-DDZPG","Month-to-month","19.45","12","No","medium risk"
"3547-LQRIK","One year","26.9","47","No","stable"
"9137-NOQKA","Month-to-month","19.2","2","No","medium risk"
"5843-TTHGI","Month-to-month","50","18","No","medium risk"
"1849-RJYIG","Month-to-month","60","8","No","medium risk"
"8868-GAGIO","Month-to-month","84.55","45","No","medium risk"
"4061-UKJWL","Month-to-month","45.45","3","No","medium risk"
"5380-XPJNZ","One year","20.05","38","No","stable"
"8263-QMNTJ","Two year","115.55","72","No","stable"
"8178-EYZUO","Month-to-month","93.7","46","Yes","churned"
"3230-JCNZS","Two year","99","71","No","stable"
"0277-ORXQS","Two year","50.55","66","No","stable"
"5130-IEKQT","Month-to-month","105.95","25","Yes","churned"
"3230-WYKIR","One year","82","18","Yes","churned"
"7996-BPXHY","Two year","25","13","No","stable"
"3227-WLKLI","Two year","91.55","65","No","stable"
"0407-BDJKB","Month-to-month","95.75","60","Yes","churned"
"2266-FUBDZ","Two year","19.35","15","No","stable"
"8237-ULIXL","Two year","24.85","72","No","stable"
"9600-UDOPK","Month-to-month","94.05","30","Yes","churned"
"8216-AZUUZ","Two year","100.4","42","No","stable"
"9153-BTBVV","Two year","25","71","No","stable"
"4074-SJFFA","Month-to-month","54.75","1","Yes","churned"
"3269-ATYWD","Month-to-month","95.65","39","Yes","churned"
"5186-PEIZU","Month-to-month","19.25","35","No","medium risk"
"1074-AMIOH","Month-to-month","108.25","53","No","medium risk"
"4910-GMJOT","Month-to-month","94.6","1","Yes","churned"
"0354-WYROK","Month-to-month","98.9","31","Yes","churned"
"4361-FEBGN","Two year","20.15","48","No","stable"
"7748-UMTRK","Month-to-month","101.3","30","No","medium risk"
"0380-ZCSBI","Month-to-month","20","10","No","medium risk"
"7145-FEJWU","Month-to-month","105.3","12","No","medium risk"
"6463-MVYRY","Two year","69.85","57","No","stable"
"3969-JQABI","Month-to-month","65.25","58","No","medium risk"
"9624-EGDEQ","Two year","19.8","37","No","stable"
"1051-EQPZR","Month-to-month","19.6","44","No","medium risk"
"5849-ASHZJ","One year","20.05","27","No","stable"
"5780-INQIK","Month-to-month","49.4","8","No","medium risk"
"7576-OYWBN","Month-to-month","76.05","3","Yes","churned"
"4526-ZJJTM","Month-to-month","88.4","25","No","medium risk"
"8384-FZBJK","Month-to-month","100.6","57","No","medium risk"
"3750-RNQKR","Month-to-month","19.45","12","No","medium risk"
"0962-CQPWQ","Two year","20.3","62","No","stable"
"3096-YXENJ","Two year","107.65","65","No","stable"
"1265-BCFEO","Two year","80.45","71","No","stable"
"5837-LXSDN","One year","58.85","21","No","stable"
"5945-AZYHT","One year","109.6","71","No","stable"
"8325-QRPZR","Month-to-month","75.15","7","No","medium risk"
"6384-VMJHP","Two year","73","72","No","stable"
"2262-SLNVK","Month-to-month","70.1","1","No","medium risk"
"7730-CLDSV","Two year","98.65","72","No","stable"
"1135-HIORI","One year","111.45","64","No","stable"
"0164-APGRB","Two year","114.9","72","No","stable"
"6481-ESCNL","Month-to-month","100.55","29","No","medium risk"
"1790-NESIO","Two year","20.4","13","No","stable"
"1550-EENBN","Month-to-month","104.35","31","No","medium risk"
