"customerid","gender","Contract","tenure","MonthlyCharges","PaymentMethod","risk_level"
"3951-NJCVI","Female","Month-to-month","42","95.05","Electronic check","Low/Medium Risk"
"2105-PHWON","Female","Month-to-month","33","95","Credit card (automatic)","Low/Medium Risk"
"8961-QDZZJ","Female","One year","57","95","Electronic check","Low/Medium Risk"
"5119-KEPFY","Male","Month-to-month","36","95","Bank transfer (automatic)","Low/Medium Risk"
"1194-HVAIF","Female","Month-to-month","27","95","Credit card (automatic)","Low/Medium Risk"
"7123-WQUHX","Male","One year","38","95","Bank transfer (automatic)","Low/Medium Risk"
"7607-QKKTJ","Male","One year","45","95","Credit card (automatic)","Low/Medium Risk"
"4083-BFNYK","Female","One year","38","95","Credit card (automatic)","Low/Medium Risk"
"7080-TNUWP","Male","One year","70","95","Bank transfer (automatic)","Low/Medium Risk"
"2475-MROZF","Male","Month-to-month","30","95","Credit card (automatic)","Low/Medium Risk"
"6242-SGYTS","Male","One year","62","94.95","Credit card (automatic)","Low/Medium Risk"
"3452-GWUIN","Female","Month-to-month","19","94.95","Electronic check","Low/Medium Risk"
"4391-LNRXK","Male","Month-to-month","22","94.95","Bank transfer (automatic)","Low/Medium Risk"
"2379-GYFLQ","Male","One year","46","94.9","Credit card (automatic)","Low/Medium Risk"
"7398-SKNQZ","Female","Month-to-month","3","94.9","Electronic check","High Risk"
"2359-KLTEK","Female","Month-to-month","41","94.9","Bank transfer (automatic)","Low/Medium Risk"
"9714-EDSUC","Male","Month-to-month","4","94.9","Mailed check","High Risk"
"6732-FZUGP","Female","One year","47","94.9","Credit card (automatic)","Low/Medium Risk"
"8465-SBRXP","Male","Two year","38","94.9","Bank transfer (automatic)","Low/Medium Risk"
"5150-ITWWB","Male","Month-to-month","3","94.85","Electronic check","High Risk"
"7982-VCELR","Female","Month-to-month","36","94.8","Credit card (automatic)","Low/Medium Risk"
"1004-NOZNR","Male","One year","56","94.8","Credit card (automatic)","Low/Medium Risk"
"2558-BUOZZ","Male","One year","47","94.8","Bank transfer (automatic)","Low/Medium Risk"
"8174-TBVCF","Female","Two year","70","94.8","Credit card (automatic)","Low/Medium Risk"
"6322-PJJDJ","Male","Two year","49","94.8","Electronic check","Low/Medium Risk"
"8947-YRTDV","Male","One year","32","94.8","Mailed check","Low/Medium Risk"
"7225-CBZPL","Male","Month-to-month","17","94.8","Electronic check","Low/Medium Risk"
"1732-FEKLD","Female","One year","54","94.75","Bank transfer (automatic)","Low/Medium Risk"
"3096-GKWEB","Male","Month-to-month","18","94.75","Electronic check","Low/Medium Risk"
"0060-FUALY","Female","Month-to-month","59","94.75","Electronic check","Low/Medium Risk"
"3807-BPOMJ","Female","One year","55","94.75","Electronic check","Low/Medium Risk"
"5168-MSWXT","Male","Month-to-month","8","94.75","Electronic check","High Risk"
"5144-TVGLP","Male","Month-to-month","38","94.75","Electronic check","Low/Medium Risk"
"6350-XFYGW","Male","Month-to-month","4","94.75","Electronic check","High Risk"
"3571-DPYUH","Male","One year","58","94.7","Credit card (automatic)","Low/Medium Risk"
"2972-YDYUW","Female","One year","57","94.7","Electronic check","Low/Medium Risk"
"1472-TNCWL","Male","Month-to-month","36","94.7","Electronic check","Low/Medium Risk"
"2927-QRRQV","Male","One year","46","94.65","Electronic check","Low/Medium Risk"
"6173-GOLSU","Male","Month-to-month","67","94.65","Credit card (automatic)","Low/Medium Risk"
"6583-KQJLK","Female","Month-to-month","15","94.65","Electronic check","Low/Medium Risk"
"0129-KPTWJ","Male","Month-to-month","72","94.65","Electronic check","Low/Medium Risk"
"0848-ZGQIJ","Female","Month-to-month","16","94.65","Bank transfer (automatic)","Low/Medium Risk"
"9058-MJLZC","Female","Month-to-month","24","94.6","Electronic check","Low/Medium Risk"
"4070-OKWVH","Female","Month-to-month","52","94.6","Bank transfer (automatic)","Low/Medium Risk"
"2434-EEVDB","Female","Two year","64","94.6","Credit card (automatic)","Low/Medium Risk"
"6522-YRBXD","Male","Month-to-month","35","94.55","Electronic check","Low/Medium Risk"
"3338-CVVEH","Male","Month-to-month","12","94.55","Electronic check","Low/Medium Risk"
"5439-WIKXB","Male","Month-to-month","41","94.55","Electronic check","Low/Medium Risk"
"1830-GGFNM","Male","Two year","65","94.55","Credit card (automatic)","Low/Medium Risk"
"9699-UBQFS","Female","Month-to-month","43","94.5","Electronic check","Low/Medium Risk"
"5899-OUVKV","Male","Month-to-month","31","94.5","Electronic check","Low/Medium Risk"
"5197-PYEPU","Female","One year","42","94.45","Credit card (automatic)","Low/Medium Risk"
"2190-PHBHR","Female","Two year","72","94.45","Credit card (automatic)","Low/Medium Risk"
"0440-UEDAI","Female","One year","53","94.45","Credit card (automatic)","Low/Medium Risk"
"7271-AJDTL","Female","Month-to-month","55","94.45","Credit card (automatic)","Low/Medium Risk"
"2267-FPIMA","Male","Month-to-month","50","94.4","Credit card (automatic)","Low/Medium Risk"
"3410-MHHUM","Female","One year","44","94.4","Electronic check","Low/Medium Risk"
"8294-UIMBA","Female","One year","30","94.4","Bank transfer (automatic)","Low/Medium Risk"
"9058-HRZSV","Female","Month-to-month","65","94.4","Electronic check","Low/Medium Risk"
"2347-WKKAE","Male","Month-to-month","42","94.4","Electronic check","Low/Medium Risk"
"5887-IKKYO","Male","Two year","58","94.35","Bank transfer (automatic)","Low/Medium Risk"
"5998-DZLYR","Female","Two year","61","94.35","Bank transfer (automatic)","Low/Medium Risk"
"8597-CWYHH","Male","One year","43","94.35","Mailed check","Low/Medium Risk"
"5274-XHAKY","Female","Month-to-month","41","94.3","Bank transfer (automatic)","Low/Medium Risk"
"5461-QKNTN","Male","Month-to-month","43","94.3","Electronic check","Low/Medium Risk"
"4332-MUOEZ","Male","One year","20","94.3","Credit card (automatic)","Low/Medium Risk"
"0730-KOAVE","Male","Month-to-month","30","94.3","Credit card (automatic)","Low/Medium Risk"
"5443-SCMKX","Female","One year","58","94.3","Electronic check","Low/Medium Risk"
"5161-XEUVX","Male","Two year","37","94.3","Mailed check","Low/Medium Risk"
"9919-KNPOO","Female","Month-to-month","21","94.3","Electronic check","Low/Medium Risk"
"4024-CSNBY","Female","Two year","72","94.25","Bank transfer (automatic)","Low/Medium Risk"
"1728-CXQBE","Male","Month-to-month","64","94.25","Electronic check","Low/Medium Risk"
"0082-OQIQY","Male","Month-to-month","29","94.2","Electronic check","Low/Medium Risk"
"5935-FCCNB","Female","Month-to-month","17","94.2","Electronic check","Low/Medium Risk"
"7789-CRUVC","Female","Month-to-month","61","94.2","Credit card (automatic)","Low/Medium Risk"
"9093-FPDLG","Female","Month-to-month","11","94.2","Electronic check","High Risk"
"1370-GGAWX","Female","One year","46","94.15","Electronic check","Low/Medium Risk"
"1346-PJWTK","Male","Month-to-month","61","94.15","Credit card (automatic)","Low/Medium Risk"
"1150-FTQGN","Female","One year","60","94.15","Bank transfer (automatic)","Low/Medium Risk"
"4760-THGOT","Female","Month-to-month","43","94.1","Electronic check","Low/Medium Risk"
"5334-JLAXU","Female","Month-to-month","60","94.1","Credit card (automatic)","Low/Medium Risk"
"0956-ACVZC","Female","One year","54","94.1","Credit card (automatic)","Low/Medium Risk"
"8161-QYMTT","Male","Month-to-month","7","94.1","Electronic check","High Risk"
"9360-OMDZZ","Male","Month-to-month","24","94.1","Electronic check","Low/Medium Risk"
"3392-EHMNK","Female","Two year","67","94.1","Credit card (automatic)","Low/Medium Risk"
"8087-LGYHQ","Male","Month-to-month","9","94.05","Electronic check","High Risk"
"9979-RGMZT","Female","One year","7","94.05","Mailed check","Low/Medium Risk"
"2931-VUVJN","Female","One year","59","94.05","Electronic check","Low/Medium Risk"
"6137-NICCO","Female","Month-to-month","6","94.05","Mailed check","High Risk"
"9972-VAFJJ","Female","One year","53","94","Electronic check","Low/Medium Risk"
"9391-YZEJW","Female","One year","62","94","Bank transfer (automatic)","Low/Medium Risk"
"2267-WTPYD","Female","Month-to-month","57","94","Credit card (automatic)","Low/Medium Risk"
"6833-JMZYP","Female","Month-to-month","15","94","Credit card (automatic)","Low/Medium Risk"
"7921-LMDFQ","Male","One year","51","94","Bank transfer (automatic)","Low/Medium Risk"
"0111-KLBQG","Male","Month-to-month","32","93.95","Mailed check","Low/Medium Risk"
"7268-IGMFD","Male","Month-to-month","18","93.9","Bank transfer (automatic)","Low/Medium Risk"
"1608-GMEWB","Male","Month-to-month","45","93.9","Bank transfer (automatic)","Low/Medium Risk"
"5002-GCQFH","Male","Month-to-month","49","93.85","Bank transfer (automatic)","Low/Medium Risk"
"7852-LECYP","Male","Month-to-month","13","93.8","Credit card (automatic)","Low/Medium Risk"
"3062-ICYZQ","Female","Month-to-month","51","93.8","Electronic check","Low/Medium Risk"
"1855-AGAWH","Male","One year","31","93.8","Electronic check","Low/Medium Risk"
"0716-BQNDX","Male","Two year","57","93.75","Electronic check","Low/Medium Risk"
"3214-IYUUQ","Female","One year","61","93.7","Bank transfer (automatic)","Low/Medium Risk"
"1591-MQJTP","Male","One year","51","93.65","Bank transfer (automatic)","Low/Medium Risk"
"1470-PSXNM","Male","One year","49","93.65","Electronic check","Low/Medium Risk"
"0376-OIWME","Male","Month-to-month","36","93.6","Electronic check","Low/Medium Risk"
"7402-EYFXX","Male","Month-to-month","26","93.6","Electronic check","Low/Medium Risk"
"0623-EJQEG","Male","One year","65","93.55","Electronic check","Low/Medium Risk"
"8166-ORCHU","Male","One year","33","93.55","Electronic check","Low/Medium Risk"
"0674-DGMAQ","Male","Month-to-month","32","93.5","Electronic check","Low/Medium Risk"
"2985-FMWYF","Female","Month-to-month","23","93.5","Electronic check","Low/Medium Risk"
"4075-JFPGR","Female","One year","51","93.5","Electronic check","Low/Medium Risk"
"3316-UWXUY","Male","Month-to-month","50","93.5","Credit card (automatic)","Low/Medium Risk"
"0887-WBJVH","Female","One year","53","93.45","Electronic check","Low/Medium Risk"
"1685-BQULA","Female","Month-to-month","40","93.4","Bank transfer (automatic)","Low/Medium Risk"
"6578-KRMAW","Male","Month-to-month","32","93.4","Credit card (automatic)","Low/Medium Risk"
"9777-IQHWP","Male","Two year","64","93.4","Bank transfer (automatic)","Low/Medium Risk"
"7422-WNBTY","Male","Month-to-month","33","93.35","Electronic check","Low/Medium Risk"
"6300-BWMJX","Female","Month-to-month","59","93.35","Electronic check","Low/Medium Risk"
"7710-JSYOA","Female","Two year","69","93.3","Bank transfer (automatic)","Low/Medium Risk"
"1485-YDHMM","Male","Month-to-month","52","93.25","Bank transfer (automatic)","Low/Medium Risk"
"4250-WAROZ","Male","Month-to-month","60","93.25","Electronic check","Low/Medium Risk"
"8197-BFWVU","Female","Two year","72","93.25","Bank transfer (automatic)","Low/Medium Risk"
"3144-KMTWZ","Male","Month-to-month","71","93.25","Bank transfer (automatic)","Low/Medium Risk"
"3779-OSWCF","Female","Two year","71","93.2","Credit card (automatic)","Low/Medium Risk"
"5482-VXSXJ","Male","Month-to-month","22","93.2","Mailed check","Low/Medium Risk"
"7159-NOKYQ","Male","Two year","67","93.15","Electronic check","Low/Medium Risk"
"8268-YDIXR","Male","One year","56","93.15","Electronic check","Low/Medium Risk"
"7322-OCWHC","Male","Two year","72","93.05","Bank transfer (automatic)","Low/Medium Risk"
"5141-ZUVBH","Female","Month-to-month","9","93","Bank transfer (automatic)","High Risk"
"2371-JQHZZ","Male","Month-to-month","24","93","Electronic check","Low/Medium Risk"
"0943-ZQPXH","Male","Month-to-month","44","92.95","Bank transfer (automatic)","Low/Medium Risk"
"7483-IQWIB","Male","Month-to-month","37","92.95","Electronic check","Low/Medium Risk"
"6986-IXNDM","Male","Month-to-month","14","92.9","Electronic check","Low/Medium Risk"
"5149-CUZUJ","Male","One year","28","92.9","Bank transfer (automatic)","Low/Medium Risk"
"8670-MEFCP","Female","Two year","36","92.9","Credit card (automatic)","Low/Medium Risk"
"5312-IRCFR","Female","One year","64","92.85","Electronic check","Low/Medium Risk"
"1930-WNXSB","Male","Month-to-month","58","92.85","Electronic check","Low/Medium Risk"
"6435-VWCCY","Male","Two year","65","92.7","Credit card (automatic)","Low/Medium Risk"
"2074-GUHPQ","Female","Month-to-month","17","92.7","Credit card (automatic)","Low/Medium Risk"
"0244-LGNFY","Female","Two year","72","92.65","Bank transfer (automatic)","Low/Medium Risk"
"6198-RTPMF","Female","Month-to-month","17","92.6","Electronic check","Low/Medium Risk"
"7668-XCFYV","Female","Month-to-month","17","92.55","Electronic check","Low/Medium Risk"
"3162-ZJZFU","Male","Month-to-month","53","92.55","Electronic check","Low/Medium Risk"
"5977-CKHON","Female","Month-to-month","43","92.55","Bank transfer (automatic)","Low/Medium Risk"
"0248-PGHBZ","Female","Two year","67","92.45","Bank transfer (automatic)","Low/Medium Risk"
"9589-ABEPT","Male","Two year","69","92.45","Mailed check","Low/Medium Risk"
"3466-RITXD","Male","Month-to-month","26","92.4","Credit card (automatic)","Low/Medium Risk"
"2167-FQSTQ","Female","Two year","72","92.4","Electronic check","Low/Medium Risk"
"9480-BQJEI","Male","One year","62","92.3","Bank transfer (automatic)","Low/Medium Risk"
"3967-KXAPS","Male","Two year","72","92.3","Credit card (automatic)","Low/Medium Risk"
"8417-GSODA","Male","One year","28","92.2","Bank transfer (automatic)","Low/Medium Risk"
"1568-LJSZU","Male","Two year","68","92.2","Credit card (automatic)","Low/Medium Risk"
"2000-DHJUY","Female","Two year","70","92.2","Bank transfer (automatic)","Low/Medium Risk"
"1063-DHQJF","Male","Two year","69","92.15","Mailed check","Low/Medium Risk"
"9644-KVCNC","Female","One year","66","92.15","Bank transfer (automatic)","Low/Medium Risk"
"4879-GZLFH","Female","Month-to-month","42","92.15","Electronic check","Low/Medium Risk"
"0516-UXRMT","Female","One year","62","92.05","Electronic check","Low/Medium Risk"
"2990-IAJSV","Male","Two year","72","92","Bank transfer (automatic)","Low/Medium Risk"
"3318-NMQXL","Male","Month-to-month","3","92","Electronic check","High Risk"
"9778-OGKQZ","Male","Two year","72","92","Credit card (automatic)","Low/Medium Risk"
"8752-GHJFU","Male","One year","71","92","Electronic check","Low/Medium Risk"
"3084-DOWLE","Female","Two year","72","92","Bank transfer (automatic)","Low/Medium Risk"
"4718-WXBGI","Male","Two year","72","91.95","Credit card (automatic)","Low/Medium Risk"
"2974-GGUXS","Female","Month-to-month","36","91.95","Credit card (automatic)","Low/Medium Risk"
"0595-ITUDF","Male","Month-to-month","64","91.8","Electronic check","Low/Medium Risk"
"7975-JMZNT","Male","Two year","66","91.7","Bank transfer (automatic)","Low/Medium Risk"
"1642-HMARX","Female","Two year","68","91.7","Electronic check","Low/Medium Risk"
"3717-LNXKW","Male","Month-to-month","38","91.7","Bank transfer (automatic)","Low/Medium Risk"
"5712-AHQNN","Female","Month-to-month","43","91.65","Electronic check","Low/Medium Risk"
"1455-HFBXA","Male","Two year","52","91.6","Credit card (automatic)","Low/Medium Risk"
"3227-WLKLI","Female","Two year","65","91.55","Bank transfer (automatic)","Low/Medium Risk"
"4001-TSBTV","Female","Month-to-month","58","91.55","Electronic check","Low/Medium Risk"
"0093-EXYQL","Female","Month-to-month","40","91.55","Electronic check","Low/Medium Risk"
"4583-PARNH","Male","Month-to-month","16","91.55","Electronic check","Low/Medium Risk"
"6745-JEFZB","Male","Month-to-month","35","91.5","Credit card (automatic)","Low/Medium Risk"
"9402-ORRAH","Female","Month-to-month","15","91.5","Electronic check","Low/Medium Risk"
"4927-WWOOZ","Male","Month-to-month","2","91.45","Electronic check","High Risk"
"4184-VODJZ","Male","One year","63","91.35","Electronic check","Low/Medium Risk"
"9297-EONCV","Female","Two year","72","91.35","Bank transfer (automatic)","Low/Medium Risk"
"9904-EHEVJ","Female","Month-to-month","32","91.35","Mailed check","Low/Medium Risk"
"1707-HABPF","Female","One year","46","91.3","Bank transfer (automatic)","Low/Medium Risk"
"7401-JIXNM","Female","Two year","54","91.3","Credit card (automatic)","Low/Medium Risk"
"5681-LLOEI","Male","One year","43","91.25","Credit card (automatic)","Low/Medium Risk"
"8849-AYPTR","Male","Month-to-month","33","91.25","Electronic check","Low/Medium Risk"
